Departure city index,Arrival city index,Departure time,Arrival time,Cost for every 1kg good
7,342,1361.4166666666667,1541.0916694525495,20.600557161468267
7,405,1032.0,1262.5298080221808,11.310892035128242
7,410,1128.1,1336.4499533199366,6.8765415604343705
7,412,720.1666666666665,851.5600164189348,21.1825844180233
7,412,1149.8,1194.9473602759806,10.656024313143156
7,413,873.15,1058.6468416185012,29.82553693046515
7,420,246.16666666666663,468.00815573151385,13.662516731164427
7,456,1431.833333333333,1622.4190192915378,16.705036298228947
7,482,263.5833333333333,351.178849091484,9.800007177591118
7,482,1243.2666666666667,1310.1617045943367,4.892539763739522
7,500,253.86666666666667,485.26466920388634,12.087569133897693
7,513,722.7166666666667,927.8330072376536,2.8324897000397518
7,513,1275.1333333333334,1399.1337326412151,6.399919853958783
7,541,1186.5833333333333,1289.463739312087,14.276169448622575
7,567,900.3166666666667,1050.2472138001403,8.789652508560836
7,568,496.58333333333326,605.2228542728509,22.412401902251496
7,589,65.86666666666666,176.424649757082,14.72021579297468
7,591,948.0833333333335,1086.7501926620232,13.404059063524267
7,604,1131.5166666666667,1371.5035464980965,10.580717152322086
7,613,741.3333333333335,830.4227720599716,10.713828003558547
7,613,1274.6833333333334,1404.3310006916065,17.491631704951573
7,615,267.5,359.2451673640376,10.143294851644617
7,620,284.65,432.62451528124916,2.816891854056241
7,621,1226.2166666666667,1362.8627651583447,8.394845677856507
7,623,829.55,950.5505865571512,20.652993298724702
7,625,286.15,478.4105759133449,4.321978122217399
7,651,83.98333333333333,269.18702360014646,10.812824818243186
14,39,326.4166666666667,506.90262855005386,7.344728503472103
14,54,1427.1,1643.2983987114817,10.345229596568595
14,105,890.6666666666665,1045.08295392502,7.25275735287167
14,105,1299.3,1360.0040704367175,6.584458351879591
14,144,435.2,619.1920284453206,1.5623883164175076
14,146,970.6666666666665,1130.4637593439024,4.929065713073934
14,149,194.9333333333333,246.19508691901902,12.01052181065725
14,150,1391.6166666666666,1509.6926894118549,24.799760363212194
14,156,1377.05,1608.1735985430137,1.1854141775140257
14,172,914.85,1010.3911532685935,26.638875638571673
14,186,502.76666666666665,684.7022262540657,10.456648590188284
14,193,564.05,694.627503562496,11.192258006865401
14,239,518.0333333333333,724.9443563396255,18.029474818888733
14,239,1264.1166666666666,1301.805583096567,12.745679040266035
14,247,98.68333333333334,380.2766117409144,12.185584570680184
14,251,1340.5333333333333,1400.2358716242786,12.757068697227087
14,269,1383.6833333333334,1579.3750138939618,24.952439682603
14,278,24.43333333333333,167.26428003982468,15.641397560010095
14,285,675.0833333333334,927.2340955645706,14.258979137774913
14,305,482.98333333333335,707.7120321808087,7.148494300430639
14,314,907.0166666666668,1080.9216139030086,18.977782180212213
14,326,35.85,156.57472195204633,22.357417558974944
14,328,191.41666666666663,322.83131581565783,3.06454325274812
14,336,189.53333333333333,316.03031056527743,25.663528773172263
14,360,702.05,778.9545483450578,8.987390803743088
14,362,573.35,704.6859037296849,13.566050172699455
14,386,1006.4833333333332,1122.3602278825915,23.4031841302659
14,398,1111.7333333333333,1176.6428209849546,6.86618009573229
14,405,449.33333333333326,638.5946999843143,12.826722598419282
14,405,463.55,527.9475566851429,8.197920290048351
14,405,1355.9666666666667,1478.258897288981,8.48240982336457
14,412,235.63333333333333,445.27906656273115,12.481219434989915
14,441,1098.9166666666667,1175.4416567945495,19.161938603083772
14,462,1415.2333333333331,1538.6972007271766,5.9873111733560656
14,482,746.75,922.6989107850457,15.25175034778746
14,490,179.75,332.9819833126809,16.711528499883215
14,491,988.1333333333333,1122.7049650051667,4.185710949544455
14,496,738.2666666666668,837.357065464695,15.717703380850875
14,500,1301.55,1431.6478066675988,11.290364347346886
14,545,1087.4666666666667,1229.0704289112841,11.423535406579695
14,567,1265.6,1511.3703755910253,13.122932635702186
14,568,296.0,346.69555956981833,6.2723581686520715
14,568,317.85,437.8458128900617,11.884636864498018
14,571,165.58333333333334,392.5764377647725,11.046922656234374
14,592,1387.9333333333334,1516.105709248819,7.339690947575418
14,596,19.183333333333334,172.23457717552773,1.9232242325256028
14,599,634.3833333333333,709.2089681908963,2.336500951947343
14,604,397.16666666666674,617.3566709167469,10.013783998154636
14,604,1147.5833333333333,1211.3987447912034,6.743720958789878
14,608,54.36666666666667,150.18796405099937,24.187745195177932
14,615,947.2666666666668,1053.1588697390644,3.999211797585069
14,616,1260.0166666666667,1500.979591243456,19.658598457159947
14,626,878.1833333333333,1037.9484548558253,30.42811862533382
14,629,432.9,554.1434040943689,15.1115641047155
14,651,1096.45,1250.7199678914253,9.819352737040116
18,5,962.6833333333333,1079.428810488569,4.4236501039502665
18,7,241.26666666666668,478.94697722242415,15.116058596218258
18,39,223.38333333333333,362.3182034164522,24.300133765142988
18,49,120.93333333333334,384.5321277136625,26.130612001535066
18,52,623.8666666666667,748.5230707122072,12.768509609873838
18,72,817.6833333333333,1037.4774457134793,3.885567740143686
18,84,1326.6166666666666,1480.0489552635406,20.30694480536088
18,97,1231.7833333333333,1328.3566950640154,3.4291356846271253
18,100,538.15,625.2526949757247,6.5401655629903575
18,119,990.5166666666668,1164.9421113476185,14.598502474536819
18,119,1412.5166666666669,1518.1749991946567,16.166714575995464
18,124,687.3666666666667,906.9169775424305,10.36175901762125
18,154,1275.7166666666667,1312.2196742311992,1.9787649078156515
18,173,640.05,837.4390468581612,2.5241935156958903
18,201,579.4833333333332,767.8742300165245,15.691909230397108
18,202,516.7333333333332,749.7043652105937,7.6271421264219725
18,207,911.8,935.0871261827284,2.3105617620672394
18,224,855.0166666666668,1091.7300865511277,28.37949422269603
18,227,328.76666666666665,466.36986142607736,6.402775104760765
18,227,1380.2666666666669,1548.0980228556311,9.493274565201418
18,233,1437.666666666667,1666.4292131810425,4.065600353953185
18,251,3.7,76.12961591742359,12.96427215502259
18,251,1102.7333333333333,1203.739614025505,13.304733502060836
18,265,809.0166666666668,1103.1086053898646,17.956206162791492
18,269,322.8333333333333,376.57393930640546,7.384564824177726
18,280,412.6,540.0403921639332,8.791772680148268
18,304,646.1833333333333,875.1014540652724,25.91303189806665
18,315,1163.1833333333334,1253.7212892070847,20.567069939613422
18,326,665.2333333333332,912.8646814801745,11.943870665448394
18,336,1379.15,1489.73615477522,26.83631476664227
18,340,274.2,514.4108967078722,14.921558858549806
18,340,579.5166666666668,764.3084199449092,6.0876835637269116
18,340,1147.85,1397.8537792527507,8.072291242317496
18,347,2.4166666666666665,70.429710721275,2.801148589676714
18,412,121.2,248.05578899393623,12.453652040799296
18,413,448.6,686.8854052727504,17.50263759785108
18,424,433.9666666666666,651.7742127783329,9.038482461731457
18,447,730.95,832.1766769248128,19.64170132661832
18,490,226.56666666666663,379.33033468780764,5.853914228367863
18,534,641.1833333333333,782.1022043856343,6.781153095708332
18,541,326.76666666666665,504.37904978597453,6.370949069081239
18,544,810.7666666666668,1096.7044171350283,23.81621324243608
18,545,1272.95,1501.2175696985346,14.676481424317439
18,586,636.3,849.9479788738298,6.4945501790239835
18,591,836.7333333333332,891.7889997732618,3.066669837656209
18,592,525.8,681.6857552634202,30.077462824249743
18,598,1334.9166666666667,1426.1462731924885,16.44124631770391
18,615,49.53333333333333,196.49922416481064,19.201107507317566
18,623,1309.0,1525.3992224949366,6.437274169337125
18,626,916.5,1170.7172551702836,13.494484684518195
18,627,601.7833333333333,811.5691667534435,13.682051898317487
27,5,572.7166666666667,627.5885130053026,18.22948033380194
27,39,1203.8166666666666,1459.9764824482363,25.429591603657922
27,49,184.9333333333333,377.6783889011495,6.43431650681854
27,54,228.2,462.3507208764891,6.164181275951613
27,54,943.05,988.4127185688568,12.86807543680858
27,54,1173.7,1306.3177641357158,6.3988631698496565
27,69,1135.9833333333333,1211.6506310827424,26.09767900537238
27,78,683.15,727.8578281013941,13.883918577742062
27,100,583.0,681.1999497821174,16.61339127816829
27,105,1071.55,1191.5429801243267,29.252256513055983
27,124,1304.75,1347.8976115365253,9.899576562740952
27,143,39.38333333333333,109.40933263655648,22.713155269223304
27,146,1282.2333333333333,1513.1138985471227,17.12633549695584
27,147,90.51666666666668,137.61311963754403,16.758258476286038
27,147,1333.65,1570.1197976536764,13.398213617504007
27,150,321.8833333333333,503.6034279634588,3.27607506780636
27,150,897.4666666666667,1113.1742306233389,3.65300066624711
27,154,787.25,1026.9494937627642,11.695559726509893
27,154,1111.0333333333333,1231.3471891012684,10.185562080594039
27,156,268.9,283.16391730654595,1.825462550632167
27,173,942.9666666666667,1114.1867582013745,5.193402012419939
27,190,1177.5666666666666,1396.8630657181338,7.752844204746682
27,196,457.95,639.2260118174438,3.4506782637410343
27,196,510.13333333333327,643.2881964659957,7.1161292288639375
27,205,1053.9166666666667,1275.9605067819396,8.893461329424788
27,227,999.85,1211.8365838908435,4.0709252424137725
27,248,387.9666666666666,589.8114456611962,17.547923226493324
27,250,1427.2333333333331,1607.964789201909,20.241902267529326
27,251,260.8833333333333,467.3165520893852,4.0184012998489065
27,265,854.2666666666668,1051.2183923992634,12.810193820895028
27,274,937.7833333333333,1179.4046804191726,13.326462441437235
27,274,1166.6333333333334,1195.6107395639692,11.74833170017876
27,279,281.96666666666664,356.4528994691809,10.995687489048011
27,297,664.2333333333332,804.5408077818954,22.4629020994183
27,314,768.1,857.0636423366399,12.267069129374757
27,315,99.93333333333334,376.2477033615432,20.430217573166527
27,326,1172.5333333333333,1345.263366488854,4.349187176623434
27,336,659.9,792.4488310820343,14.12143148897235
27,342,296.76666666666665,420.8926939144892,13.344361721442569
27,346,423.55,601.8928156575771,3.239667188677398
27,346,1037.0666666666666,1230.3355975380455,5.553765406572238
27,347,551.8,637.2044647222979,10.81620711134995
27,351,213.41666666666663,443.26080508550086,9.854271662314432
27,360,321.76666666666665,527.4265625969687,30.285966334346718
27,360,1413.5166666666669,1539.1510768611386,12.474734935510321
27,371,861.0166666666668,1039.872009102922,5.371295585964163
27,379,876.1333333333333,1010.946756439882,20.118347083715985
27,391,0.9666666666666668,206.15467304621967,15.17952915885864
27,398,779.3166666666667,811.2164778111987,5.453931660214027
27,407,150.61666666666667,217.8378951730157,13.061075914871203
27,407,419.23333333333335,666.225341476355,11.064011810412511
27,407,666.85,703.8929222206923,14.393762727975073
27,412,305.9,420.1449717664168,11.597552025733554
27,412,978.3333333333335,1088.1495173161213,17.204201909624807
27,447,1166.8666666666666,1341.5273410108625,6.133855900016551
27,500,250.86666666666667,377.77639733896217,22.272248393522645
27,500,1284.55,1540.9245862485905,21.759826576411022
27,505,1299.65,1595.0271427904856,20.361108896273716
27,510,1129.0666666666666,1248.7598151664106,30.04916696749815
27,543,578.8333333333334,865.6525480282044,16.26773944612799
27,565,478.26666666666665,568.7904881627047,13.982188722161276
27,567,904.6166666666667,1146.2228000931082,4.292944173155975
27,568,624.2333333333332,741.4269535712465,7.625249606785935
27,568,1290.1166666666666,1426.312993924736,11.216933951270738
27,591,430.55,693.2323330657001,5.483706484353432
27,596,1154.5666666666666,1181.5854876038836,6.410556282834281
27,608,675.9166666666666,921.5686015527068,3.6669901103674034
27,608,1200.3333333333333,1246.5037372439442,4.98160756381843
27,612,869.2,945.8343407290117,27.459293076913323
27,612,968.85,1104.3955324437577,15.032959675450536
27,615,1342.7166666666667,1441.1528174217706,10.66315841757303
27,617,1203.4833333333333,1340.7961399440649,8.344023428718534
27,625,1411.333333333333,1584.3038358287085,12.153193162654835
27,626,1125.9666666666667,1196.2284092651582,21.78492304234119
27,627,127.33333333333331,221.06714092940484,10.71490486179002
27,629,297.35,561.8439432241013,12.968340637771929
27,642,1068.0,1268.2262725352725,24.50570588441307
27,651,999.45,1092.02818405608,13.746326767176054
30,5,1419.0666666666666,1608.0338260435599,10.074691558106156
30,18,804.6666666666665,983.148631839395,9.108256479034962
30,54,1325.7,1351.4757254254969,2.2690198329952933
30,65,1401.533333333333,1554.7918937348818,5.887708643824352
30,72,133.93333333333334,305.2158442324372,13.221147062808333
30,93,298.78333333333336,424.90427022967424,23.82687613347372
30,95,1101.9833333333333,1259.9691211682828,18.39162540430228
30,100,986.7,1007.8588417498976,6.792703714052155
30,118,28.08333333333333,75.3180365876125,7.116828070378907
30,118,566.9666666666667,655.9934150213048,10.978328080223838
30,152,1097.7333333333333,1135.4221597962394,3.1724626130827565
30,156,1154.9,1294.1022218049209,21.58245203043522
30,170,296.1333333333333,541.7259629851652,7.257816904273372
30,183,1258.0,1335.6052327262562,11.525965872967769
30,184,807.3833333333333,1004.9694812937026,3.3257400749585826
30,188,18.0,243.20850768782367,2.4461578646320383
30,197,293.15,423.87582351216514,3.5590008386599465
30,206,587.2166666666667,744.3341644478511,3.379659208532253
30,207,1095.4333333333334,1177.3526940179354,11.277072445650086
30,220,7.55,262.10083111099794,15.649575056066007
30,224,1419.583333333333,1501.9129607793925,23.59998554065762
30,233,446.95,694.1309791362971,2.1113103002042672
30,248,1029.2,1073.0235481922343,15.763964780126948
30,250,12.533333333333333,73.50101129494179,10.360845644211382
30,250,664.2166666666667,925.2723403114044,24.034052464894877
30,265,1116.35,1264.411068914388,27.07766477042341
30,269,59.91666666666666,192.9741314967924,9.235571506470654
30,297,638.55,890.4306315762253,29.22403899868629
30,297,1399.2,1574.3962503079795,17.041027332262928
30,304,773.7,983.0566618396871,7.236163934739236
30,342,80.2,314.51428941697407,15.213552350347062
30,371,890.3333333333335,1070.443363445742,23.760637671436914
30,379,1090.35,1258.4243962072615,24.75662878780617
30,386,391.4,559.4876433005303,22.25279139869152
30,391,378.06666666666666,414.52021368372317,7.9518849986549345
30,410,1380.1333333333334,1439.1398618952262,11.018989389385123
30,413,713.35,760.3457561163699,4.5220850676148725
30,420,258.98333333333335,468.9206531004697,14.969628949796505
30,441,1318.9333333333334,1584.2574956781752,6.486893116482192
30,456,92.71666666666668,199.81525935999488,20.05615382986664
30,500,1119.4666666666667,1275.5367538546925,28.3813218016575
30,510,138.28333333333333,422.46323998059114,22.590448204573303
30,512,1280.0333333333333,1541.3723495307604,14.857840877184351
30,541,31.78333333333333,80.78808508972669,3.8473927784723263
30,543,1179.95,1319.0010553286472,13.244517352488039
30,565,1330.6833333333334,1399.1703066761133,17.446923476395106
30,580,834.35,992.7470936455335,16.021930454692868
30,588,1022.4,1116.130194923635,37.21826450709911
30,592,773.3333333333335,904.3114586563153,19.74704581343903
30,596,662.9833333333332,811.1178024135547,10.83755477425065
30,599,293.65,369.33801354685517,23.313372029597417
30,601,199.8,251.9109009836803,9.712126692548244
30,601,1350.4333333333334,1481.1764898162305,16.553547917707125
30,608,954.3666666666667,1131.4339093306635,15.644381191369376
30,612,1261.8833333333334,1360.4936298140624,25.50080010734921
30,616,738.0333333333333,856.6523734347683,28.166379728194336
30,621,1197.6,1482.852264943861,26.09237682644498
39,5,319.25,344.9858692348616,4.872241226548477
39,54,1119.9166666666667,1133.168916157455,2.263188893428862
39,63,1381.0666666666666,1586.593468371959,10.10644110267311
39,95,983.1333333333333,1137.1803648873097,1.694466587062864
39,100,6.0166666666666675,257.7897260638768,10.686837300314464
39,101,88.75,185.55043810287643,2.62849466791004
39,119,1017.1833333333333,1266.4569641755127,7.367295115602301
39,144,437.95,501.11364982902336,12.441749533599376
39,144,990.7166666666667,1238.2813656930564,25.438341396365036
39,146,688.1333333333333,744.2592988483113,17.288479815572693
39,149,499.06666666666666,707.943122390358,26.94414288581162
39,150,719.3333333333335,1002.1514522743297,14.729200547737822
39,163,625.0833333333334,901.6902984746248,22.152739245273143
39,170,451.53333333333336,712.0683528281709,15.390564131450631
39,184,197.08333333333331,250.8848916340622,8.924998247995376
39,190,314.76666666666665,588.1886641801336,30.228108886660625
39,196,1284.2,1505.8822499262833,29.725351483987307
39,202,1351.1333333333334,1573.324581315972,29.44495659035311
39,248,879.5,1107.553358059646,7.605280575239277
39,250,1270.7,1474.7542253956256,9.520894885128016
39,270,1374.7666666666669,1487.7560806542226,10.367574976643626
39,274,399.23333333333335,543.7873372166351,25.150374271382713
39,291,550.9333333333333,781.9854750165061,19.224650406029262
39,305,1260.0,1509.875637547591,10.953245299376702
39,314,896.7333333333332,1003.2376837657667,26.0742371102542
39,314,1006.5666666666667,1252.6603707255238,33.0207429086085
39,344,67.2,224.85837851043843,6.1057207074383255
39,351,539.9833333333332,723.4524054361525,15.962096753092814
39,360,1059.4166666666667,1148.4625351158145,15.16745313704514
39,362,1303.2833333333333,1434.8908836543412,11.76121237561987
39,371,605.75,749.4456318459447,4.326467923370288
39,379,417.38333333333327,459.57709926751505,12.650103920704028
39,407,925.85,1045.6168390319108,11.053794243238087
39,410,1104.6333333333334,1291.8261787943336,12.921311389070675
39,413,835.6333333333333,927.0812475548686,10.605135451307273
39,420,832.7,899.5286860581696,14.341692259820961
39,442,1421.083333333333,1600.5653355913987,12.991359693365768
39,444,294.1,447.119651920625,5.631954739665762
39,444,1318.4333333333334,1432.2385031168694,6.979541771426176
39,447,574.9,704.2224470382654,16.12012375181443
39,462,1021.8166666666667,1195.256495378506,18.046304532213412
39,482,142.6,399.8546061181082,12.580439787143805
39,483,247.9333333333333,500.44026522340266,16.171172704842206
39,491,837.8166666666667,975.819861852063,12.881231689708017
39,505,496.4666666666666,776.9704143245003,17.53195557721779
39,512,496.53333333333336,618.7457539341048,26.8553565763418
39,513,1197.6666666666667,1296.2007026353692,6.493080017154031
39,565,857.2166666666667,875.9899323163866,1.7309817490837087
39,570,1146.8166666666666,1226.8975460258605,16.209919261940698
39,573,378.73333333333335,531.3429200073368,1.9593979854900676
39,597,615.5166666666668,781.5565708909288,14.752298981530828
39,599,732.45,799.8619185767673,1.4083530079752182
39,608,1361.5,1530.1810156149595,15.933879997526386
39,612,455.76666666666665,700.7533959607804,12.482157553324384
39,615,40.95,165.53635922083618,24.51414281209722
39,616,442.8,531.1445947363003,11.604128572306411
39,616,1360.7666666666667,1622.3784724123398,16.53690294615479
39,623,1234.45,1304.9827075989474,6.7498913811789825
39,629,249.46666666666667,377.06828831309565,10.936416878212494
39,629,310.05,492.4336733002752,14.956068733675584
39,651,464.41666666666674,613.9376857232293,11.466843819332915
39,651,552.5333333333333,790.7013900813415,11.713342633717177
49,30,754.2666666666668,850.2495901258876,26.245360564511852
49,30,960.0333333333333,1122.8367531227343,19.599352802667607
49,30,1385.0666666666666,1466.6449270177945,22.854332266731554
49,78,955.9333333333333,1136.912154609509,29.34338883787983
49,97,369.9666666666666,486.0269189856543,14.74896846737735
49,115,101.2,252.7875275300037,23.03713271731239
49,119,503.33333333333326,619.1290727979807,6.646168600859468
49,124,933.0666666666667,1171.1217364281654,12.846166910593972
49,124,1358.5333333333333,1551.9066712713184,24.129142163802985
49,125,723.8833333333333,935.9348601223462,29.71971719686709
49,135,1278.7333333333333,1471.2480364907706,10.210603143216149
49,147,1315.1833333333334,1413.1910520506262,10.273566828273902
49,149,69.76666666666667,274.38341924724574,12.251380164894181
49,152,707.8666666666667,845.1917542973828,17.166719344083525
49,153,237.5,435.7846906729584,5.530305821982279
49,186,954.1166666666667,999.7039271305606,19.216331528049672
49,201,993.9166666666665,1038.066626756994,8.824713904129403
49,206,1404.05,1688.246038276475,15.107094597378865
49,227,989.5166666666668,1222.286629145852,31.094082242833625
49,227,1239.3666666666666,1392.5540420717778,24.587491208905746
49,233,732.8333333333335,987.0426848090796,15.005699181062127
49,233,1181.4333333333334,1351.9120114019515,15.513360457687275
49,239,1428.5666666666666,1532.7565251779813,12.41652739389805
49,247,70.65,288.19015341798354,13.134125002477935
49,251,236.81666666666663,370.8815458924626,7.46095215554125
49,258,156.11666666666667,383.87779144444465,19.37482819954387
49,258,469.1,734.1085121155713,8.193185170101234
49,258,1034.55,1296.2315071367454,17.42164528260032
49,274,1245.6666666666667,1401.0667956090383,17.19759374054792
49,280,996.05,1071.2170040836206,2.653426034005547
49,304,662.4666666666667,874.3912549960688,3.0687153948144434
49,315,490.01666666666665,708.2676186731481,2.1971012501781746
49,340,423.88333333333327,582.4448644480606,9.639298434960097
49,360,352.1,502.71365151229134,21.670996822523858
49,362,556.25,823.037697544034,17.369672502031978
49,379,749.8666666666667,891.3001851279947,4.63574033262479
49,386,1002.45,1203.0279450687324,9.935707822499905
49,441,841.9833333333332,1089.433315008586,16.264891621569262
49,447,8.316666666666666,108.2938518317448,30.427256460076574
49,464,268.3,411.97273836692665,6.3128090338624805
49,491,444.78333333333336,578.968314337192,22.67618030764185
49,496,867.35,979.81476944985,4.881538561680215
49,568,801.0,854.610064729718,15.713985917533565
49,571,609.8333333333334,868.3087767256958,20.325448221598037
49,571,695.2166666666667,870.8795842214042,18.489260048709873
49,586,956.4166666666665,1069.4084702950777,12.154738233054681
49,596,1278.3833333333334,1381.9816125967216,8.201523665986457
49,599,867.7166666666667,896.1552006947047,5.451787549686439
49,615,1051.2,1326.031172560466,21.328984925362814
49,641,1134.9166666666667,1377.5069085061207,8.902638685958408
49,653,796.5833333333335,854.0379326908211,17.296750812025568
52,30,163.33333333333334,323.7505452520336,4.280002468696122
52,63,31.1,319.4906571530768,22.82349062733371
52,63,132.86666666666667,370.5258174302002,24.92770696834764
52,72,1105.25,1335.1357526931688,20.476493073919183
52,95,1081.8666666666666,1341.8007891061716,21.959646273480875
52,115,99.11666666666666,339.8185237220342,32.967099802278234
52,125,184.7,285.7259351461154,13.231561562316058
52,147,1090.7333333333333,1272.0372299614494,4.255215626161681
52,163,1127.2333333333333,1256.0500877970192,33.066550257735855
52,170,1412.8,1560.1898164230624,23.027272279431216
52,186,885.3333333333335,1047.2010834256914,17.950572223050326
52,196,603.9333333333333,853.8673435033875,13.201026780040582
52,202,42.48333333333333,203.532142343087,22.308480553377933
52,206,611.6833333333333,728.0257850452557,15.44663213659008
52,224,1241.85,1416.6102549181437,12.818168313838251
52,233,162.01666666666668,264.5566936125789,6.1357906733835375
52,258,454.83333333333326,646.9627449684557,5.681350884522548
52,266,355.7,475.3254846335897,13.436181411533749
52,266,539.3,763.3323725845858,10.587165472082855
52,278,216.75,410.3428607439219,4.91232092720672
52,345,966.4333333333333,1166.1551766221214,13.93204227881664
52,386,696.2166666666667,777.2095446096863,5.586889173071369
52,391,732.3333333333335,787.5689260111685,13.535695100223515
52,412,961.75,1061.4677689672392,7.430317213942605
52,444,1151.7333333333333,1188.0059013094287,9.315176404776526
52,462,772.4333333333333,884.9647236402384,4.268116974982604
52,483,444.73333333333335,641.5670723334821,18.554984598469808
52,496,1189.4333333333334,1248.3132410217345,3.0683847408291443
52,505,249.15,406.22287145576485,14.907564526277218
52,588,36.05,300.61038671307233,6.539473350861787
52,589,230.51666666666668,475.37014672391166,15.156249632026372
52,592,867.8166666666667,964.3467332328603,4.0270798376252905
52,597,22.966666666666665,225.96881189984376,7.408846240976894
52,598,586.4166666666666,810.2258187434101,13.573065615645769
52,599,707.0166666666668,783.4279461100338,9.63012248914498
52,621,1355.3666666666666,1446.4093879783636,10.101448199129337
52,627,578.3666666666667,698.7114026762836,15.133828968652216
52,629,240.1,417.4244462502147,19.96080757325731
54,7,1420.2333333333331,1618.3317614744244,9.242940354957195
54,18,785.1,1020.7988231639129,27.683699539406792
54,39,776.0666666666667,1015.6758018167707,2.476511385382888
54,52,254.03333333333333,470.06214211710096,7.341676748482947
54,95,1116.65,1160.7175692693052,2.9543564447932322
54,100,698.8166666666667,725.5442375587528,6.008569164269339
54,101,389.3,592.9335319989699,7.26936508053337
54,115,18.716666666666665,138.97920907200205,4.213099732296617
54,118,1248.1833333333334,1383.4650655738656,17.395426416497873
54,135,1230.6666666666667,1469.1813594018402,10.46818728561942
54,144,1439.0,1508.5012317147055,11.389791400212276
54,146,778.3333333333335,943.0288133515312,28.433418586047484
54,146,983.8166666666667,1085.160048245108,19.481585759232296
